Ch1_X	Ch1_Y	Ch1_Z	Ch1_phi	Ch1_theta	Ch1_RMS	Ch1_Extra	Ch2_X	Ch2_Y	Ch2_Z	Ch2_phi	Ch2_theta	Ch2_RMS	Ch2_Extra	Ch3_X	Ch3_Y	Ch3_Z	Ch3_phi	Ch3_theta	Ch3_RMS	Ch3_Extra	Ch4_X	Ch4_Y	Ch4_Z	Ch4_phi	Ch4_theta	Ch4_RMS	Ch4_Extra	Ch5_X	Ch5_Y	Ch5_Z	Ch5_phi	Ch5_theta	Ch5_RMS	Ch5_Extra	Ch6_X	Ch6_Y	Ch6_Z	Ch6_phi	Ch6_theta	Ch6_RMS	Ch6_Extra	Ch7_X	Ch7_Y	Ch7_Z	Ch7_phi	Ch7_theta	Ch7_RMS	Ch7_Extra	Ch8_X	Ch8_Y	Ch8_Z	Ch8_phi	Ch8_theta	Ch8_RMS	Ch8_Extra	Ch9_X	Ch9_Y	Ch9_Z	Ch9_phi	Ch9_theta	Ch9_RMS	Ch9_Extra	Ch10_X	Ch10_Y	Ch10_Z	Ch10_phi	Ch10_theta	Ch10_RMS	Ch10_Extra	Ch11_X	Ch11_Y	Ch11_Z	Ch11_phi	Ch11_theta	Ch11_RMS	Ch11_Extra	Ch12_X	Ch12_Y	Ch12_Z	Ch12_phi	Ch12_theta	Ch12_RMS	Ch12_Extra	Ch13_X	Ch13_Y	Ch13_Z	Ch13_phi	Ch13_theta	Ch13_RMS	Ch13_Extra	Ch14_X	Ch14_Y	Ch14_Z	Ch14_phi	Ch14_theta	Ch14_RMS	Ch14_Extra	Ch15_X	Ch15_Y	Ch15_Z	Ch15_phi	Ch15_theta	Ch15_RMS	Ch15_Extra	Ch16_X	Ch16_Y	Ch16_Z	Ch16_phi	Ch16_theta	Ch16_RMS	Ch16_Extra
97.74	-9.97	-77.63	-93.06	73.87	3.40	0.00	124.61	-8.20	33.24	-178.92	25.66	4.19	0.00	12.13	66.44	-8.70	-170.51	-7.85	6.89	0.00	-0.82	-57.03	-8.55	-21.80	20.90	7.36	0.00	121.83	-11.66	-13.30	-43.56	-48.70	6.28	0.00	120.52	-9.81	-36.03	-174.40	12.13	3.76	0.00	361.66	-140.33	-724.00	-173.05	-20.50	72.83	0.00	88.86	10.68	-17.33	54.07	-63.63	8.01	0.00	104.49	-8.52	-20.61	14.49	-23.84	4.17	0.00	88.87	-2.92	-10.89	128.56	4.97	4.50	0.00	-254.75	140.60	-351.55	-165.84	-35.76	12290.25	0.00	79.66	13.86	-17.91	119.50	-18.93	5.75	0.00	79.36	-29.09	-12.57	103.26	2.71	5.06	0.00	82.05	279.31	-751.12	-33.58	-7.38	53.47	0.00	413.13	-58.59	-659.50	112.19	6.90	62.52	0.00	112.39	-4.23	-39.01	-34.61	47.34	3.10	0.00
97.73	-9.99	-77.63	-93.04	73.86	3.53	0.00	124.61	-8.20	33.24	-178.92	25.66	4.18	0.00	12.13	66.44	-8.70	-170.51	-7.85	7.19	0.00	-0.82	-57.03	-8.55	-21.80	20.90	7.26	0.00	121.82	-11.65	-13.31	-43.57	-48.71	6.24	0.00	120.53	-9.81	-36.02	-174.40	12.12	3.88	0.00	360.05	-142.19	-724.05	-174.31	-19.94	59.67	0.00	88.85	10.68	-17.33	54.10	-63.62	8.31	0.00	104.49	-8.53	-20.62	14.49	-23.85	4.38	0.00	88.87	-2.92	-10.90	128.56	4.96	4.53	0.00	-254.76	140.60	-351.53	-165.84	-35.75	12235.30	0.00	79.67	13.85	-17.91	119.50	-18.93	5.75	0.00	79.38	-29.10	-12.59	103.26	2.70	4.94	0.00	82.02	279.32	-751.12	-33.58	-7.38	48.73	0.00	415.64	-53.62	-660.56	113.03	6.66	90.91	0.00	112.38	-4.22	-39.00	-34.61	47.34	3.21	0.00
97.76	-10.02	-77.63	-93.11	73.86	3.20	0.00	124.61	-8.20	33.24	-178.92	25.66	4.08	0.00	12.13	66.44	-8.70	-170.51	-7.85	7.11	0.00	-0.82	-57.03	-8.55	-21.79	20.90	7.02	0.00	121.80	-11.65	-13.32	-43.58	-48.73	6.18	0.00	120.53	-9.80	-36.00	-174.39	12.12	4.01	0.00	351.63	-140.39	-723.44	-175.15	-19.08	62.63	0.00	88.85	10.68	-17.32	54.10	-63.62	8.46	0.00	104.49	-8.54	-20.62	14.50	-23.85	4.22	0.00	88.88	-2.93	-10.90	128.56	4.94	4.36	0.00	-254.76	140.60	-351.51	-165.85	-35.75	12057.64	0.00	79.67	13.85	-17.91	119.49	-18.94	5.62	0.00	79.39	-29.11	-12.61	103.26	2.70	5.16	0.00	82.00	279.33	-751.12	-33.58	-7.39	71.58	0.00	416.12	-49.80	-661.08	113.32	6.41	49.25	0.00	112.36	-4.22	-38.99	-34.61	47.32	3.19	0.00
97.79	-10.04	-77.62	-93.19	73.87	3.07	0.00	124.61	-8.20	33.24	-178.92	25.66	4.08	0.00	12.13	66.44	-8.70	-170.51	-7.85	6.75	0.00	-0.82	-57.03	-8.55	-21.79	20.90	7.01	0.00	121.78	-11.65	-13.32	-43.60	-48.74	6.35	0.00	120.52	-9.80	-36.00	-174.40	12.13	4.14	0.00	345.68	-136.41	-722.85	-174.44	-18.94	42.70	0.00	88.85	10.69	-17.31	54.08	-63.62	8.20	0.00	104.48	-8.55	-20.62	14.50	-23.85	4.25	0.00	88.88	-2.93	-10.90	128.56	4.93	4.46	0.00	-254.76	140.61	-351.50	-165.85	-35.75	12393.73	0.00	79.66	13.85	-17.90	119.49	-18.94	5.77	0.00	79.38	-29.12	-12.61	103.26	2.70	5.22	0.00	81.98	279.35	-751.12	-33.58	-7.39	48.55	0.00	414.43	-50.86	-660.66	112.87	6.41	50.13	0.00	112.35	-4.22	-38.99	-34.60	47.32	3.26	0.00
97.78	-10.05	-77.61	-93.20	73.88	3.34	0.00	124.61	-8.20	33.24	-178.92	25.66	4.05	0.00	12.13	66.44	-8.70	-170.51	-7.85	7.14	0.00	-0.82	-57.03	-8.55	-21.79	20.91	7.19	0.00	121.78	-11.64	-13.31	-43.60	-48.74	6.25	0.00	120.52	-9.80	-36.00	-174.40	12.13	4.14	0.00	350.61	-134.89	-723.07	-172.58	-19.90	69.11	0.00	88.85	10.69	-17.31	54.06	-63.61	8.22	0.00	104.49	-8.56	-20.60	14.50	-23.84	4.26	0.00	88.88	-2.93	-10.91	128.55	4.93	4.52	0.00	-254.76	140.61	-351.48	-165.85	-35.74	13046.86	0.00	79.65	13.85	-17.89	119.48	-18.93	5.90	0.00	79.36	-29.11	-12.59	103.27	2.70	5.06	0.00	81.95	279.38	-751.10	-33.58	-7.40	57.00	0.00	412.72	-54.77	-659.94	112.28	6.61	58.07	0.00	112.36	-4.23	-39.00	-34.60	47.32	3.21	0.00
97.76	-10.05	-77.62	-93.15	73.88	3.23	0.00	124.61	-8.20	33.24	-178.92	25.66	4.08	0.00	12.13	66.44	-8.70	-170.51	-7.85	7.32	0.00	-0.82	-57.03	-8.55	-21.79	20.91	7.19	0.00	121.80	-11.65	-13.30	-43.60	-48.74	6.12	0.00	120.53	-9.80	-36.00	-174.40	12.13	3.96	0.00	362.74	-138.30	-724.04	-171.59	-21.05	79.15	0.00	88.85	10.69	-17.32	54.08	-63.60	8.19	0.00	104.51	-8.55	-20.58	14.51	-23.81	3.95	0.00	88.87	-2.94	-10.91	128.55	4.93	4.42	0.00	-254.76	140.62	-351.46	-165.86	-35.74	13391.27	0.00	79.64	13.85	-17.89	119.48	-18.93	5.88	0.00	79.35	-29.10	-12.58	103.26	2.71	5.04	0.00	81.93	279.40	-751.09	-33.58	-7.40	43.37	0.00	412.77	-56.88	-659.76	112.20	6.78	44.77	0.00	112.37	-4.24	-39.01	-34.61	47.32	3.20	0.00
97.74	-10.04	-77.64	-93.09	73.88	3.13	0.00	124.62	-8.20	33.24	-178.92	25.66	4.25	0.00	12.12	66.44	-8.70	-170.51	-7.85	6.87	0.00	-0.82	-57.03	-8.55	-21.79	20.91	7.04	0.00	121.82	-11.66	-13.30	-43.60	-48.75	6.29	0.00	120.54	-9.81	-35.99	-174.40	12.13	4.23	0.00	367.86	-143.38	-724.73	-173.18	-20.85	40.45	0.00	88.85	10.69	-17.33	54.13	-63.58	7.91	0.00	104.52	-8.55	-20.57	14.51	-23.77	4.10	0.00	88.86	-2.94	-10.92	128.54	4.94	4.46	0.00	-254.75	140.64	-351.44	-165.86	-35.74	13493.65	0.00	79.65	13.84	-17.90	119.47	-18.93	6.00	0.00	79.34	-29.09	-12.57	103.25	2.71	5.16	0.00	81.92	279.41	-751.12	-33.58	-7.40	44.31	0.00	414.17	-55.30	-660.23	112.62	6.74	62.66	0.00	112.36	-4.24	-39.02	-34.62	47.32	3.48	0.00
97.75	-10.03	-77.65	-93.09	73.87	3.51	0.00	124.62	-8.20	33.24	-178.92	25.66	4.28	0.00	12.12	66.44	-8.70	-170.51	-7.85	7.13	0.00	-0.82	-57.03	-8.55	-21.79	20.91	7.18	0.00	121.82	-11.67	-13.31	-43.61	-48.75	6.40	0.00	120.54	-9.81	-35.99	-174.40	12.13	4.39	0.00	356.94	-144.02	-724.23	-176.09	-19.12	27.78	0.00	88.84	10.69	-17.34	54.19	-63.56	8.19	0.00	104.51	-8.54	-20.59	14.52	-23.76	4.12	0.00	88.86	-2.94	-10.92	128.53	4.95	4.33	0.00	-254.75	140.65	-351.42	-165.86	-35.74	13743.96	0.00	79.67	13.84	-17.91	119.46	-18.93	5.77	0.00	79.35	-29.09	-12.57	103.23	2.72	5.05	0.00	81.90	279.42	-751.14	-33.58	-7.41	53.84	0.00	415.18	-52.37	-660.78	113.00	6.58	40.65	0.00	112.34	-4.24	-39.02	-34.62	47.31	3.18	0.00
97.78	-10.01	-77.65	-93.14	73.87	3.77	0.00	124.62	-8.20	33.24	-178.92	25.66	4.24	0.00	12.12	66.44	-8.71	-170.51	-7.85	7.24	0.00	-0.83	-57.03	-8.55	-21.79	20.91	7.30	0.00	121.80	-11.69	-13.32	-43.63	-48.76	6.44	0.00	120.51	-9.81	-36.00	-174.40	12.14	4.21	0.00	339.71	-138.36	-722.95	-177.16	-17.66	76.10	0.00	88.83	10.68	-17.33	54.22	-63.56	8.11	0.00	104.48	-8.54	-20.62	14.52	-23.78	3.97	0.00	88.87	-2.94	-10.92	128.51	4.95	4.34	0.00	-254.75	140.67	-351.40	-165.87	-35.73	13869.46	0.00	79.68	13.83	-17.92	119.45	-18.93	5.43	0.00	79.36	-29.11	-12.59	103.22	2.73	4.72	0.00	81.89	279.48	-751.09	-33.58	-7.41	38.69	0.00	414.80	-51.42	-660.86	112.95	6.49	60.15	0.00	112.32	-4.23	-39.02	-34.62	47.30	3.27	0.00
97.79	-10.01	-77.63	-93.18	73.87	3.65	0.00	124.63	-8.20	33.25	-178.93	25.65	4.08	0.00	12.12	66.44	-8.71	-170.52	-7.85	6.53	0.00	-0.83	-57.03	-8.55	-21.79	20.91	7.01	0.00	121.77	-11.69	-13.32	-43.64	-48.77	6.42	0.00	120.49	-9.81	-36.00	-174.40	12.14	4.17	0.00	338.20	-131.99	-722.36	-174.14	-18.58	56.43	0.00	88.83	10.67	-17.32	54.22	-63.55	8.13	0.00	104.44	-8.55	-20.65	14.51	-23.82	4.26	0.00	88.87	-2.95	-10.92	128.50	4.95	4.45	0.00	-254.75	140.69	-351.37	-165.87	-35.73	13797.86	0.00	79.68	13.83	-17.92	119.44	-18.93	5.73	0.00	79.35	-29.12	-12.60	103.22	2.74	4.99	0.00	81.87	279.56	-751.00	-33.58	-7.42	80.45	0.00	413.66	-53.06	-660.50	112.60	6.55	47.05	0.00	112.32	-4.22	-39.02	-34.62	47.30	3.66	0.00
97.77	-10.01	-77.62	-93.18	73.87	3.50	0.00	124.63	-8.20	33.25	-178.93	25.65	3.94	0.00	12.12	66.44	-8.71	-170.52	-7.85	6.64	0.00	-0.83	-57.03	-8.55	-21.79	20.90	7.10	0.00	121.75	-11.67	-13.32	-43.64	-48.78	6.22	0.00	120.49	-9.82	-36.00	-174.41	12.13	3.97	0.00	363.21	-132.41	-723.40	-166.36	-22.55	61.99	0.00	88.84	10.66	-17.31	54.19	-63.55	8.43	0.00	104.43	-8.56	-20.65	14.51	-23.86	4.29	0.00	88.88	-2.95	-10.92	128.48	4.95	4.20	0.00	-254.75	140.71	-351.35	-165.88	-35.73	13737.73	0.00	79.67	13.83	-17.93	119.43	-18.92	5.85	0.00	79.34	-29.13	-12.61	103.22	2.76	5.11	0.00	81.83	279.62	-750.99	-33.59	-7.42	60.89	0.00	413.07	-55.02	-660.18	112.37	6.69	60.15	0.00	112.35	-4.22	-39.02	-34.62	47.30	3.21	0.00
97.74	-10.00	-77.61	-93.14	73.86	3.69	0.00	124.63	-8.20	33.25	-178.93	25.65	4.09	0.00	12.12	66.44	-8.71	-170.52	-7.84	7.10	0.00	-0.83	-57.03	-8.55	-21.79	20.90	7.35	0.00	121.76	-11.65	-13.32	-43.63	-48.79	6.23	0.00	120.53	-9.83	-35.99	-174.41	12.12	4.08	0.00	397.92	-140.02	-725.10	-156.51	-27.21	52.45	0.00	88.85	10.65	-17.30	54.14	-63.55	7.73	0.00	104.47	-8.57	-20.62	14.51	-23.88	4.13	0.00	88.88	-2.94	-10.92	128.47	4.95	4.30	0.00	-254.74	140.74	-351.32	-165.88	-35.73	13544.09	0.00	79.66	13.84	-17.93	119.43	-18.92	5.72	0.00	79.33	-29.12	-12.60	103.22	2.76	4.84	0.00	81.79	279.60	-751.07	-33.59	-7.43	42.82	0.00	413.53	-55.14	-660.25	112.48	6.75	67.85	0.00	112.37	-4.21	-39.01	-34.62	47.31	3.18	0.00
97.72	-9.99	-77.62	-93.11	73.85	3.47	0.00	124.63	-8.20	33.25	-178.93	25.65	4.01	0.00	12.12	66.44	-8.71	-170.52	-7.84	6.69	0.00	-0.83	-57.03	-8.56	-21.79	20.90	7.23	0.00	121.77	-11.65	-13.32	-43.63	-48.79	6.22	0.00	120.58	-9.84	-35.97	-174.42	12.10	4.12	0.00	410.09	-146.01	-725.38	-151.87	-28.61	43.05	0.00	88.85	10.64	-17.30	54.09	-63.56	7.67	0.00	104.53	-8.58	-20.59	14.50	-23.88	4.13	0.00	88.88	-2.94	-10.92	128.47	4.96	4.50	0.00	-254.74	140.77	-351.30	-165.89	-35.72	12882.39	0.00	79.65	13.84	-17.93	119.43	-18.92	5.81	0.00	79.34	-29.11	-12.60	103.21	2.77	5.36	0.00	81.80	279.56	-751.16	-33.59	-7.43	69.44	0.00	414.32	-53.62	-660.60	112.74	6.68	71.27	0.00	112.37	-4.20	-39.00	-34.63	47.30	3.40	0.00
97.73	-9.99	-77.62	-93.12	73.85	3.03	0.00	124.64	-8.20	33.25	-178.93	25.65	3.72	0.00	12.11	66.44	-8.71	-170.52	-7.84	6.54	0.00	-0.83	-57.03	-8.56	-21.79	20.90	7.37	0.00	121.78	-11.66	-13.33	-43.64	-48.79	6.10	0.00	120.62	-9.83	-35.96	-174.42	12.09	3.95	0.00	384.72	-141.41	-723.38	-156.38	-25.72	53.58	0.00	88.85	10.64	-17.31	54.06	-63.56	8.25	0.00	104.57	-8.58	-20.56	14.48	-23.88	4.00	0.00	88.88	-2.93	-10.92	128.46	4.96	4.62	0.00	-254.74	140.79	-351.27	-165.90	-35.72	12367.83	0.00	79.65	13.84	-17.93	119.43	-18.92	5.73	0.00	79.35	-29.11	-12.59	103.20	2.76	5.49	0.00	81.83	279.61	-751.10	-33.59	-7.44	49.23	0.00	414.53	-52.40	-660.86	112.86	6.59	34.51	0.00	112.33	-4.19	-38.99	-34.63	47.29	3.45	0.00
97.75	-10.01	-77.62	-93.17	73.86	3.43	0.00	124.64	-8.20	33.26	-178.93	25.65	3.88	0.00	12.11	66.44	-8.71	-170.52	-7.84	6.94	0.00	-0.83	-57.03	-8.56	-21.79	20.90	7.33	0.00	121.78	-11.69	-13.33	-43.66	-48.80	6.41	0.00	120.61	-9.81	-35.97	-174.41	12.09	4.20	0.00	343.77	-128.60	-720.99	-165.53	-21.03	65.11	0.00	88.84	10.64	-17.32	54.05	-63.57	8.04	0.00	104.57	-8.57	-20.57	14.46	-23.88	3.93	0.00	88.88	-2.93	-10.92	128.47	4.96	4.75	0.00	-254.74	140.82	-351.24	-165.90	-35.72	12266.75	0.00	79.65	13.83	-17.92	119.43	-18.93	5.59	0.00	79.35	-29.11	-12.58	103.19	2.75	5.05	0.00	81.82	279.78	-750.89	-33.59	-7.45	29.31	0.00	414.02	-52.68	-660.80	112.73	6.58	56.58	0.00	112.29	-4.20	-39.00	-34.63	47.29	3.53	0.00
97.75	-10.05	-77.61	-93.19	73.88	3.60	0.00	124.64	-8.21	33.26	-178.93	25.64	4.00	0.00	12.11	66.44	-8.71	-170.52	-7.84	7.10	0.00	-0.83	-57.03	-8.55	-21.79	20.90	7.06	0.00	121.76	-11.70	-13.33	-43.68	-48.81	6.37	0.00	120.58	-9.80	-35.99	-174.41	12.09	4.03	0.00	327.96	-122.05	-721.38	-173.42	-18.43	55.00	0.00	88.83	10.64	-17.33	54.04	-63.58	8.14	0.00	104.52	-8.57	-20.59	14.44	-23.88	4.19	0.00	88.88	-2.94	-10.92	128.47	4.96	4.52	0.00	-254.74	140.85	-351.22	-165.91	-35.72	12208.94	0.00	79.65	13.82	-17.91	119.42	-18.93	5.43	0.00	79.34	-29.12	-12.58	103.20	2.74	5.35	0.00	81.74	279.93	-750.76	-33.60	-7.46	43.27	0.00	413.44	-53.83	-660.58	112.53	6.65	57.93	0.00	112.27	-4.22	-39.01	-34.62	47.29	3.23	0.00
97.72	-10.07	-77.60	-93.15	73.89	3.39	0.00	124.64	-8.21	33.26	-178.93	25.64	3.95	0.00	12.11	66.44	-8.71	-170.52	-7.84	7.06	0.00	-0.84	-57.03	-8.55	-21.79	20.90	7.46	0.00	121.74	-11.69	-13.33	-43.69	-48.82	6.08	0.00	120.56	-9.80	-36.00	-174.41	12.10	3.86	0.00	354.64	-134.45	-725.50	-177.78	-19.08	52.30	0.00	88.82	10.64	-17.33	54.05	-63.58	8.26	0.00	104.48	-8.57	-20.62	14.43	-23.89	4.37	0.00	88.86	-2.95	-10.93	128.48	4.95	4.53	0.00	-254.75	140.88	-351.19	-165.91	-35.71	11892.23	0.00	79.65	13.82	-17.91	119.41	-18.93	5.54	0.00	79.33	-29.13	-12.58	103.20	2.72	5.36	0.00	81.64	279.91	-750.90	-33.60	-7.46	54.98	0.00	413.38	-54.41	-660.48	112.49	6.72	63.27	0.00	112.30	-4.25	-39.01	-34.61	47.30	3.22	0.00
97.67	-10.06	-77.60	-93.06	73.89	3.53	0.00	124.64	-8.21	33.26	-178.93	25.64	4.03	0.00	12.11	66.44	-8.71	-170.52	-7.84	7.15	0.00	-0.84	-57.03	-8.55	-21.79	20.89	7.40	0.00	121.73	-11.67	-13.32	-43.68	-48.82	6.17	0.00	120.56	-9.81	-36.00	-174.41	12.09	4.09	0.00	394.06	-160.01	-729.86	-178.18	-20.91	38.98	0.00	88.82	10.64	-17.33	54.07	-63.57	8.15	0.00	104.47	-8.57	-20.62	14.42	-23.88	4.11	0.00	88.85	-2.96	-10.94	128.48	4.95	4.54	0.00	-254.75	140.91	-351.15	-165.92	-35.71	11665.55	0.00	79.64	13.82	-17.92	119.41	-18.93	5.71	0.00	79.33	-29.13	-12.58	103.21	2.70	4.82	0.00	81.61	279.76	-751.18	-33.60	-7.45	30.20	0.00	413.75	-53.90	-660.61	112.61	6.73	48.23	0.00	112.34	-4.26	-39.01	-34.61	47.31	3.33	0.00
97.63	-10.04	-77.61	-92.97	73.88	3.50	0.00	124.64	-8.21	33.26	-178.93	25.64	3.84	0.00	12.11	66.44	-8.71	-170.52	-7.84	7.06	0.00	-0.84	-57.03	-8.55	-21.79	20.89	6.98	0.00	121.73	-11.65	-13.31	-43.66	-48.82	5.96	0.00	120.58	-9.82	-35.98	-174.41	12.08	3.89	0.00	392.34	-171.37	-728.32	-174.71	-20.85	54.43	0.00	88.81	10.65	-17.33	54.10	-63.56	8.28	0.00	104.50	-8.57	-20.61	14.41	-23.85	3.99	0.00	88.84	-2.96	-10.95	128.48	4.94	4.25	0.00	-254.76	140.94	-351.12	-165.93	-35.71	11884.52	0.00	79.65	13.83	-17.93	119.40	-18.92	5.23	0.00	79.34	-29.13	-12.59	103.22	2.69	4.98	0.00	81.69	279.69	-751.24	-33.60	-7.46	47.84	0.00	414.04	-53.06	-660.83	112.73	6.68	72.97	0.00	112.37	-4.26	-39.00	-34.62	47.31	3.15	0.00
97.62	-10.01	-77.62	-92.96	73.87	3.42	0.00	124.64	-8.21	33.26	-178.93	25.64	3.88	0.00	12.11	66.44	-8.71	-170.52	-7.84	6.83	0.00	-0.84	-57.03	-8.55	-21.79	20.89	7.38	0.00	121.74	-11.65	-13.32	-43.66	-48.81	6.12	0.00	120.59	-9.82	-35.97	-174.41	12.07	3.87	0.00	321.98	-135.29	-717.08	-169.00	-17.89	78.41	0.00	88.82	10.66	-17.33	54.13	-63.55	8.11	0.00	104.52	-8.57	-20.60	14.40	-23.83	4.25	0.00	88.84	-2.95	-10.94	128.48	4.94	4.51	0.00	-254.76	140.97	-351.09	-165.93	-35.70	12043.09	0.00	79.67	13.84	-17.93	119.40	-18.91	5.37	0.00	79.35	-29.12	-12.59	103.23	2.69	5.32	0.00	81.78	279.89	-750.90	-33.60	-7.48	51.39	0.00	413.93	-52.85	-660.93	112.72	6.64	70.14	0.00	112.36	-4.25	-38.99	-34.63	47.31	3.32	0.00
97.66	-10.00	-77.62	-93.02	73.87	3.25	0.00	124.64	-8.21	33.26	-178.93	25.64	4.20	0.00	12.11	66.44	-8.71	-170.52	-7.84	6.84	0.00	-0.84	-57.03	-8.55	-21.78	20.89	7.41	0.00	121.76	-11.66	-13.32	-43.66	-48.80	6.56	0.00	120.58	-9.81	-35.98	-174.41	12.08	4.10	0.00	210.16	-35.33	-698.46	-164.38	-15.34	32.92	0.00	88.82	10.66	-17.33	54.15	-63.55	8.07	0.00	104.52	-8.56	-20.60	14.40	-23.81	4.25	0.00	88.85	-2.95	-10.93	128.48	4.93	4.52	0.00	-254.77	141.00	-351.06	-165.94	-35.70	11965.80	0.00	79.68	13.85	-17.94	119.39	-18.91	5.75	0.00	79.35	-29.11	-12.60	103.24	2.69	5.16	0.00	81.70	280.22	-750.48	-33.61	-7.50	59.34	0.00	413.58	-53.31	-660.87	112.62	6.65	42.92	0.00	112.32	-4.23	-38.98	-34.63	47.29	3.51	0.00
97.72	-10.00	-77.62	-93.10	73.87	3.14	0.00	124.64	-8.21	33.26	-178.93	25.64	4.07	0.00	12.11	66.44	-8.71	-170.52	-7.84	6.67	0.00	-0.84	-57.03	-8.55	-21.78	20.89	7.15	0.00	121.78	-11.68	-13.32	-43.66	-48.79	6.23	0.00	120.54	-9.80	-36.00	-174.41	12.09	4.11	0.00	114.79	115.84	-680.16	-163.76	-18.14	66.48	0.00	88.83	10.65	-17.34	54.17	-63.55	7.98	0.00	104.48	-8.56	-20.61	14.40	-23.81	4.36	0.00	88.87	-2.95	-10.93	128.48	4.91	4.24	0.00	-254.78	141.03	-351.03	-165.94	-35.70	12006.09	0.00	79.68	13.85	-17.94	119.39	-18.92	5.29	0.00	79.35	-29.12	-12.60	103.24	2.69	5.13	0.00	81.47	280.34	-750.51	-33.62	-7.49	47.86	0.00	413.36	-53.78	-660.77	112.55	6.70	50.46	0.00	112.28	-4.23	-38.98	-34.62	47.28	3.50	0.00
97.75	-10.00	-77.62	-93.14	73.87	3.51	0.00	124.64	-8.21	33.26	-178.93	25.64	4.00	0.00	12.11	66.44	-8.72	-170.52	-7.84	6.67	0.00	-0.84	-57.03	-8.55	-21.78	20.88	7.28	0.00	121.79	-11.67	-13.32	-43.65	-48.78	6.21	0.00	120.50	-9.81	-36.02	-174.41	12.11	4.03	0.00	71.36	281.60	-670.35	-167.90	-27.28	40.91	0.00	88.82	10.63	-17.35	54.17	-63.55	7.69	0.00	104.45	-8.56	-20.62	14.41	-23.80	4.39	0.00	88.87	-2.95	-10.93	128.48	4.90	4.44	0.00	-254.79	141.05	-350.99	-165.95	-35.69	11994.53	0.00	79.68	13.85	-17.94	119.38	-18.93	5.47	0.00	79.34	-29.12	-12.59	103.23	2.70	5.36	0.00	81.29	280.07	-751.05	-33.62	-7.48	47.30	0.00	413.43	-53.73	-660.78	112.57	6.73	72.25	0.00	112.26	-4.24	-38.98	-34.61	47.28	3.38	0.00
97.76	-9.99	-77.62	-93.13	73.87	3.40	0.00	124.64	-8.21	33.26	-178.93	25.64	4.07	0.00	12.12	66.44	-8.72	-170.52	-7.84	7.18	0.00	-0.84	-57.03	-8.55	-21.78	20.88	7.08	0.00	121.80	-11.66	-13.31	-43.65	-48.78	6.32	0.00	120.49	-9.82	-36.02	-174.40	12.12	3.82	0.00	64.63	417.22	-672.45	-173.77	-37.29	37.71	0.00	88.81	10.62	-17.35	54.16	-63.55	7.99	0.00	104.45	-8.57	-20.62	14.41	-23.78	4.14	0.00	88.87	-2.95	-10.94	128.47	4.88	4.29	0.00	-254.81	141.08	-350.96	-165.95	-35.69	11989.20	0.00	79.67	13.84	-17.94	119.38	-18.93	5.74	0.00	79.34	-29.12	-12.59	103.23	2.71	5.40	0.00	81.38	279.72	-751.51	-33.60	-7.47	35.36	0.00	413.60	-53.32	-660.89	112.64	6.72	47.28	0.00	112.27	-4.25	-38.99	-34.60	47.29	3.11	0.00
97.75	-9.98	-77.61	-93.10	73.87	3.18	0.00	124.64	-8.21	33.26	-178.94	25.64	4.08	0.00	12.12	66.44	-8.72	-170.52	-7.83	7.10	0.00	-0.84	-57.03	-8.55	-21.78	20.88	7.14	0.00	121.80	-11.64	-13.30	-43.64	-48.79	6.15	0.00	120.51	-9.85	-36.00	-174.40	12.12	4.07	0.00	53.87	484.84	-683.83	-174.65	-42.55	48.31	0.00	88.80	10.62	-17.35	54.16	-63.55	7.96	0.00	104.51	-8.56	-20.59	14.39	-23.74	4.15	0.00	88.86	-2.94	-10.94	128.47	4.88	4.18	0.00	-254.82	141.10	-350.93	-165.96	-35.69	11997.73	0.00	79.67	13.84	-17.94	119.38	-18.93	5.58	0.00	79.34	-29.12	-12.58	103.22	2.72	5.37	0.00	81.64	279.78	-751.23	-33.60	-7.50	69.90	0.00	413.62	-53.06	-661.01	112.67	6.70	81.34	0.00	112.31	-4.26	-38.99	-34.60	47.31	3.29	0.00
97.73	-10.00	-77.61	-93.10	73.87	3.38	0.00	124.63	-8.21	33.26	-178.94	25.65	4.20	0.00	12.12	66.44	-8.72	-170.52	-7.83	6.82	0.00	-0.84	-57.03	-8.55	-21.78	20.88	7.49	0.00	121.79	-11.64	-13.29	-43.65	-48.79	6.45	0.00	120.54	-9.86	-35.99	-174.40	12.12	4.14	0.00	24.21	463.35	-698.54	-165.44	-41.50	46.56	0.00	88.78	10.63	-17.34	54.16	-63.55	7.85	0.00	104.57	-8.57	-20.57	14.36	-23.69	4.09	0.00	88.85	-2.94	-10.93	128.46	4.89	4.41	0.00	-254.83	141.12	-350.90	-165.96	-35.68	11937.97	0.00	79.67	13.84	-17.94	119.38	-18.93	5.71	0.00	79.35	-29.11	-12.58	103.22	2.73	5.36	0.00	81.72	280.31	-750.37	-33.62	-7.53	49.14	0.00	413.48	-53.18	-661.04	112.64	6.69	105.68	0.00	112.34	-4.26	-38.98	-34.61	47.31	3.34	0.00
